transaction_date,is_summarydate,apply_amt,redeem_amt,during_days,is_trade,is_weekend_delay,holiday_num
2021-05-21,0,0.0001661329192719,0.0,2.0,1,0,0
2021-05-24,1,0.003880973933813,0.0,2.0,1,1,0
2021-05-25,0,0.0017090243197486,0.0,2.0,1,0,0
2021-05-26,0,0.0003540537623829,0.0,2.0,1,0,0
2021-05-27,0,0.0003608624885826,0.0,2.0,1,0,0
2021-05-28,0,1.70286242253e-05,0.0,2.0,1,0,0
2021-05-31,1,0.0127697659874848,0.0,2.0,1,1,0
2021-06-02,0,9.101993727801425,0.0,2.0,1,0,0
2021-06-03,0,6.227487940894809,0.0,2.0,1,0,0
2021-06-04,0,7.504795018191214,0.0,2.0,1,0,0
2021-06-07,1,17.47361034068483,0.0,2.0,1,1,0
2021-06-08,0,9.397655020227024,0.0,2.0,1,0,0
2021-06-09,0,4.505599333017181,0.0,2.0,1,0,0
2021-06-10,0,3.6841758564611577,0.0,2.0,1,0,0
2021-06-11,0,5.89699041705831,0.0,2.0,1,0,0
2021-06-15,1,6.74430154214244,0.0,2.0,1,1,5
2021-06-16,0,8.888643133212387,0.0,2.0,1,0,0
2021-06-17,0,9.111435888863886,0.0,2.0,1,0,0
2021-06-18,0,11.103055953771472,0.0,2.0,1,0,0
2021-06-21,1,19.523751148547,0.0,2.0,1,1,0
2021-06-22,0,10.395272269045456,0.0,2.0,1,0,0
2021-06-23,0,9.361630645668102,8.50682251387e-05,2.0,1,0,0
2021-06-24,0,8.507775561915663,0.0034309171320147,2.0,1,0,0
2021-06-25,0,8.89066983907916,0.0017223558056476,2.0,1,0,0
2021-06-28,1,16.214806208332725,0.0003534886381083,2.0,1,1,0
2021-06-29,0,8.587528854530543,0.0,2.0,1,0,0
2021-06-30,0,9.967348886279634,6.8700047354e-06,2.0,1,0,0
2021-07-01,0,11.288368976447597,0.0128654456124057,2.0,1,0,0
2021-07-02,0,9.376747781291458,0.0,2.0,1,0,0
2021-07-05,1,21.93032231828957,8.431293668191026,2.0,1,1,0
2021-07-06,0,12.731609419464174,0.0,2.0,1,0,0
2021-07-07,0,14.676644435040837,4.429098487203169,2.0,1,0,0
2021-07-08,0,8.779181502597359,10.3937578925903,2.0,1,0,0
2021-07-09,0,9.212060674601783,5.363793795003552,2.0,1,0,0
2021-07-12,1,8.94863287927073,4.971303758723255,2.0,1,1,0
2021-07-13,0,4.747662809409796,0.0,2.0,1,0,0
2021-07-14,0,5.290772524883341,0.0,2.0,1,0,0
2021-07-15,0,6.729306500597295,2.8413517568386,2.0,1,0,0
2021-07-16,0,7.313196414388608,3.989559632015584,2.0,1,0,0
2021-07-19,1,15.120162262158429,11.26748151686164,2.0,1,1,0
2021-07-20,0,5.058087711372649,0.0,2.0,1,0,0
2021-07-21,0,10.8015532406643,6.8045427991422365,2.0,1,0,0
2021-07-22,0,9.916775257906036,10.927438965727257,2.0,1,0,0
2021-07-23,0,8.525412954350555,5.692759988656662,2.0,1,0,0
2021-07-26,1,14.218291220794397,10.363213150237607,2.0,1,1,0
2021-07-27,0,5.698245554667773,0.0,2.0,1,0,0
2021-07-28,0,8.250307689741327,4.765315395517203,2.0,1,0,0
2021-07-29,0,8.216903149614609,8.898238664236858,2.0,1,0,0
2021-07-30,0,8.025803553950814,4.656923517919036,2.0,1,0,0
2021-08-02,1,11.441260942048547,11.830934531714536,2.0,1,1,0
2021-08-03,0,6.212986174541015,0.0,2.0,1,0,0
2021-08-04,0,11.00647008058468,6.326292345595963,2.0,1,0,0
2021-08-05,0,13.7145408926989,13.19321230595556,2.0,1,0,0
2021-08-06,0,10.382474801755423,7.905148602151489,2.0,1,0,0
2021-08-09,1,20.253206229167425,15.953524094550056,2.0,1,1,0
2021-08-10,0,6.088669544261316,0.0,2.0,1,0,0
2021-08-11,0,10.742762099361784,5.7613342345817244,2.0,1,0,0
2021-08-12,0,8.714493966957933,4.496518677867929,2.0,1,0,0
2021-08-13,0,7.894456158101346,2.8957451078451166,2.0,1,0,0
2021-08-16,1,14.570589291848218,7.891720851077157,2.0,1,1,0
2021-08-17,0,7.61242170730852,0.0,2.0,1,0,0
2021-08-18,0,10.93785059067402,5.566953939307695,2.0,1,0,0
2021-08-19,0,12.605716340976922,7.998144816159286,2.0,1,0,0
2021-08-20,0,9.089116629054129,3.7811513249610966,2.0,1,0,0
2021-08-23,1,19.20400973715934,15.57356642440084,2.0,1,1,0
2021-08-24,0,8.133820893733827,0.0,2.0,1,0,0
2021-08-25,0,13.565512974538429,6.795242314054539,2.0,1,0,0
2021-08-26,0,11.70539424737532,8.898325771675495,2.0,1,0,0
2021-08-27,0,8.057090958113738,4.216026808678539,2.0,1,0,0
2021-08-30,1,13.452588602805127,13.146909154911118,2.0,1,1,0
2021-08-31,0,6.886687326611532,0.0,2.0,1,0,0
2021-09-01,0,12.592848750615763,7.397370997617967,2.0,1,0,0
2021-09-02,0,9.124268907917765,7.300446005609709,2.0,1,0,0
2021-09-03,0,9.827456804589898,6.137684590524908,2.0,1,0,0
2021-09-06,1,13.620516363581894,18.887887112681355,2.0,1,1,0
2021-09-07,0,8.052666654637918,0.0,2.0,1,0,0
2021-09-08,0,14.10553104489776,10.443585260741871,2.0,1,0,0
2021-09-09,0,11.311814562980206,12.299526936512374,2.0,1,0,0
2021-09-10,0,9.635320195669172,5.753855614833082,2.0,1,0,0
2021-09-13,1,12.306451111473487,14.767246353671792,2.0,1,1,0
2021-09-14,0,7.438754408224669,0.0,2.0,1,0,0
2021-09-15,0,11.828361091942655,7.3368407408302625,2.0,1,0,0
2021-09-16,0,11.813494714896503,10.363210508451845,2.0,1,0,0
2021-09-17,0,7.54286284808336,6.632409220104671,2.0,1,0,0
2021-09-22,1,12.974785455335269,31.177371212092844,2.0,1,1,6
2021-09-23,0,14.628683614494008,14.818373776599566,2.0,1,0,0
2021-09-24,0,12.477353631961796,7.844876930571759,2.0,1,0,0
2021-09-27,1,12.690887248515445,21.856335815908384,2.0,1,1,0
2021-09-28,0,7.523206307467777,0.0,2.0,1,0,0
2021-09-29,0,12.030596846129937,8.875249218102905,2.0,1,0,0
2021-09-30,0,5.167482415613499,8.711948963831025,2.0,1,0,0
2021-10-08,1,17.49053616335768,59.19984241203211,2.0,1,1,7
2021-10-11,1,20.98952550327551,24.34486873967414,2.0,1,1,0
2021-10-12,0,17.537652034600583,0.0,2.0,1,0,0
2021-10-13,0,15.907407482177309,9.375416753619774,2.0,1,0,0
2021-10-14,0,14.282492337629751,9.434201181518258,2.0,1,0,0
2021-10-15,0,11.96242120005842,7.232169512090085,2.0,1,0,0
2021-10-18,1,19.93802620134016,20.96117846454373,2.0,1,1,0
2021-10-19,0,11.115445837093736,0.0,2.0,1,0,0
2021-10-20,0,12.458218210823356,0.0,2.0,1,0,0
2021-10-21,0,8.466965898835266,0.0,2.0,1,0,0
2021-10-22,0,10.48554345380126,9.926325898998677,2.0,1,0,0
2021-10-25,1,27.70711787981713,23.249381301263327,2.0,1,1,0
2021-10-26,0,8.632328897561694,0.0,2.0,1,0,0
2021-10-27,0,18.88500994925116,12.833137226131756,2.0,1,0,0
2021-10-28,0,13.290345587111354,9.942182373773877,2.0,1,0,0
2021-10-29,0,12.886222695731304,8.082213813067103,2.0,1,0,0
2021-11-01,1,18.87215815173042,12.188297855898076,2.0,1,1,0
2021-11-02,0,9.373406031237757,0.0,2.0,1,0,0
2021-11-03,0,11.224776699313374,0.0,2.0,1,0,0
2021-11-04,0,7.582007232909842,0.0,2.0,1,0,0
2021-11-05,0,5.641911856273237,0.0,2.0,1,0,0
2021-11-08,1,19.14410694193893,12.911012624399683,2.0,1,1,0
2021-11-09,0,8.910427186290494,0.0,2.0,1,0,0
2021-11-10,0,21.19420778938704,15.021440178361392,2.0,1,0,0
2021-11-11,0,20.34929075541796,15.65956002351734,2.0,1,0,0
2021-11-12,0,17.956135598505757,16.075551222557856,2.0,1,0,0
2021-11-15,1,22.11134817885298,26.827022819786293,2.0,1,1,0
2021-11-16,0,10.969227393411945,0.0,2.0,1,0,0
2021-11-17,0,15.549210405640077,11.489315311088998,2.0,1,0,0
2021-11-18,0,21.06641999899912,15.462037504506526,2.0,1,0,0
2021-11-19,0,14.854947434931557,8.254931104201766,2.0,1,0,0
2021-11-22,1,26.00041506675786,20.29820320098645,2.0,1,1,0
2021-11-23,0,14.401028199360866,0.0,2.0,1,0,0
2021-11-24,0,19.51248172282561,9.645282778314344,2.0,1,0,0
2021-11-25,0,19.27699715769725,19.21737025887117,2.0,1,0,0
2021-11-26,0,12.4533724540045,8.268137629548782,2.0,1,0,0
2021-11-29,1,22.32792208229912,26.95508485204808,2.0,1,1,0
2021-11-30,0,11.555371761557046,0.0,2.0,1,0,0
2021-12-01,0,21.85622841506131,11.570543676787045,2.0,1,0,0
2021-12-02,0,22.556695074941945,14.338304157374171,2.0,1,0,0
2021-12-03,0,15.219262339199163,7.368559940791317,2.0,1,0,0
2021-12-06,1,26.720514511608368,15.09179562110392,2.0,1,1,0
2021-12-07,0,15.56112746378013,0.0,2.0,1,0,0
2021-12-08,0,28.274221464713605,10.808717688764274,2.0,1,0,0
2021-12-09,0,28.57082296392703,12.652894239715504,2.0,1,0,0
2021-12-10,0,22.00073970682305,8.939117374609648,2.0,1,0,0
2021-12-13,1,43.8929135220281,30.74684408731919,2.0,1,1,0
2021-12-14,0,13.378811788764716,0.0,2.0,1,0,0
2021-12-15,0,23.667821721674933,15.155545949199412,2.0,1,0,0
2021-12-16,0,26.30995983872851,15.625543052086416,2.0,1,0,0
2021-12-17,0,16.857242717812003,10.061372860485456,2.0,1,0,0
2021-12-20,1,34.336001299785835,29.0028251107184,2.0,1,1,0
2021-12-21,0,12.91121330139133,0.0,2.0,1,0,0
2021-12-22,0,22.87203174432416,17.825951269265715,2.0,1,0,0
2021-12-23,0,24.70412496804154,20.346339063670783,2.0,1,0,0
2021-12-24,0,21.28041524038037,16.347409912892562,2.0,1,0,0
2021-12-27,1,42.31462227740317,38.64352266812192,2.0,1,1,0
2021-12-28,0,12.78068246926626,0.0,2.0,1,0,0
2021-12-29,0,21.97280818762943,14.90487403345876,2.0,1,0,0
2021-12-30,0,23.16060099945292,17.43697217307646,2.0,1,0,0
2021-12-31,0,16.263192206595818,10.7236570076942,2.0,1,0,0
2022-01-04,1,40.38168531973948,34.50353421231719,2.0,1,1,1
2022-01-05,0,20.279662385907027,11.880113923606771,2.0,1,0,0
2022-01-06,0,32.20499446280342,18.73268455477909,2.0,1,0,0
2022-01-07,0,28.87299816470785,18.10013761116522,2.0,1,0,0
2022-01-10,1,45.70329526347557,42.25493114845849,2.0,1,1,0
2022-01-11,0,17.46185992611851,0.0,2.0,1,0,0
2022-01-12,0,34.750153352940195,19.34578376098376,2.0,1,0,0
2022-01-13,0,38.03226476276526,27.43971201811666,2.0,1,0,0
2022-01-14,0,23.134346067807424,12.359674488417848,2.0,1,0,0
2022-01-17,1,48.89032193019217,37.03722928419521,2.0,1,1,0
2022-01-18,0,18.422640104010103,0.0,2.0,1,0,0
2022-01-19,0,30.640604860000675,13.968800176482183,2.0,1,0,0
2022-01-20,0,33.28209440843574,19.91705963797322,2.0,1,0,0
2022-01-21,0,24.07351252311988,10.330807290239315,2.0,1,0,0
2022-01-24,1,42.41573665821591,28.22928753829483,2.0,1,1,0
2022-01-25,0,22.5598044023181,0.0,2.0,1,0,0
2022-01-26,0,28.04956485430857,12.423100135595782,2.0,1,0,0
2022-01-27,0,35.26474666942647,19.29360494476932,2.0,1,0,0
2022-01-28,0,18.948694569734464,7.062351795307903,2.0,1,0,0
2022-02-07,1,187.48819685184927,92.40040349532768,2.0,1,1,2
2022-02-08,0,52.13884807927536,0.0,2.0,1,0,0
2022-02-09,0,46.57656303671912,19.29975510373605,2.0,1,0,0
2022-02-10,0,44.6849384269868,24.64452866082228,2.0,1,0,0
2022-02-11,0,30.227224436382155,14.550477608312365,2.0,1,0,0
2022-02-14,1,57.44206166186708,44.3922925934336,2.0,1,1,0
2022-02-15,0,24.25268380241485,0.0,2.0,1,0,0
2022-02-16,0,36.59788648968291,16.139536921509343,2.0,1,0,0
2022-02-17,0,39.85121743428813,23.917113226052773,2.0,1,0,0
2022-02-18,0,31.76102735848318,12.541726332101748,2.0,1,0,0
2022-02-21,1,56.83951050365169,41.623124772971536,2.0,1,1,0
2022-02-22,0,27.36969209918816,0.0,2.0,1,0,0
2022-02-23,0,35.09893822340588,18.73641143362156,2.0,1,0,0
2022-02-24,0,36.942784840507294,22.726913291212284,2.0,1,0,0
2022-02-25,0,40.127464842291175,16.32134671838121,2.0,1,0,0
2022-02-28,1,56.56966038414152,45.36050663050779,2.0,1,1,0
2022-03-01,0,40.63116923871973,0.0,2.0,1,0,0
2022-03-02,0,41.54691178988816,0.0,2.0,1,0,0
2022-03-03,0,34.76381145003059,0.0,2.0,1,0,0
2022-03-04,0,24.690038721225896,0.0,2.0,1,0,0
2022-03-07,1,9.532263057179344,0.0,2.0,1,1,0
2022-03-08,0,13.166205592211089,0.0,2.0,1,0,0
2022-03-09,0,15.389748427780011,36.38753651434752,2.0,1,0,0
2022-03-10,0,8.040479256024106,96.29167852463074,2.0,1,0,0
2022-03-11,0,39.73046916208752,37.5453805584313,2.0,1,0,0
2022-03-14,1,86.87032723078552,75.87510861109816,2.0,1,1,0
2022-03-15,0,15.781896679622538,0.0,2.0,1,0,0
2022-03-16,0,23.67899915129228,33.75638970016753,2.0,1,0,0
2022-03-17,0,14.790463054660114,36.51517304888291,2.0,1,0,0
2022-03-18,0,12.009917937827478,24.46448666119472,2.0,1,0,0
2022-03-21,1,21.32670105640792,66.29741978554556,2.0,1,1,0
2022-03-22,0,16.787236726132946,0.0,2.0,1,0,0
2022-03-23,0,40.35825253020776,34.38718988209669,2.0,1,0,0
2022-03-24,0,32.5843641994453,37.294195891138,2.0,1,0,0
2022-03-25,0,22.0218244628681,26.495415854867915,2.0,1,0,0
