transaction_date,is_summarydate,apply_amt,redeem_amt,during_days,is_trade,is_weekend_delay,holiday_num
2022-01-28,0,0.003404363099836,0.0,0.0,1,0,0
2022-02-07,1,0.0002892993718609,0.0,0.0,1,1,2
2022-02-08,0,0.003404363099836,0.0,0.0,1,0,0
2022-02-09,0,0.003652881606124,0.0,0.0,1,0,0
2022-02-10,0,0.0069832066172648,0.0,0.0,1,0,0
2022-02-11,0,0.0302988315885405,0.0,0.0,1,0,0
2022-02-14,1,0.0023898628960848,0.0,0.0,1,1,0
2022-02-16,0,0.0001739629544016,0.0,0.0,1,0,0
2022-02-17,0,6.80872619967e-05,0.0,0.0,1,0,0
2022-02-18,0,3.40436309983e-05,0.0,0.0,1,0,0
2022-02-21,1,0.0049056872268636,0.0,0.0,1,1,0
2022-02-22,0,0.0017702688119147,0.0,0.0,1,0,0
2022-02-23,0,0.0017055859130178,0.0,0.0,1,0,0
2022-02-24,0,0.001702181549918,0.0,0.0,1,0,0
2022-02-25,0,0.0020467099043476,0.0,0.0,1,0,0
2022-02-28,1,0.0042459454886571,0.0,0.0,1,1,0
2022-03-01,0,0.0003404363099836,0.0,0.0,1,0,0
2022-03-02,0,0.0025873159558753,0.0,0.0,1,0,0
2022-03-03,0,0.0005787417269721,0.0,0.0,1,0,0
2022-03-04,0,0.0005276762804745,0.0,0.0,1,0,0
2022-03-07,1,0.0062027495679012,0.0,0.0,1,1,0
2022-03-08,0,0.1007483062442487,0.0,0.0,1,0,0
2022-03-22,0,0.0017055859130178,0.0,2.0,1,0,0
2022-03-23,0,0.0017328208178165,0.0,2.0,1,0,0
2022-03-24,0,7.3125719384e-06,0.0,2.0,1,0,0
2022-03-25,0,0.0001702181549918,0.0,2.0,1,0,0
2022-03-28,1,0.023394783222073,0.0,2.0,1,1,0
2022-03-29,0,0.0080002532846146,0.0,2.0,1,0,0
2022-03-30,0,0.0032341449448442,0.0,2.0,1,0,0
2022-03-31,0,0.0065023335206867,0.0,2.0,1,0,0
2022-04-01,0,0.0010213089299508,0.0,2.0,1,0,0
2022-04-06,1,0.0004496755131311,0.0,2.0,1,1,3
2022-04-07,0,0.0014672804960293,0.0,2.0,1,0,0
2022-04-08,0,0.0013957888709327,0.0,2.0,1,0,0
2022-04-11,1,0.0111925790331404,0.0097560229140871,2.0,1,1,0
2022-04-12,0,0.0075394216736053,0.0020601333080502,2.0,1,0,0
2022-04-13,0,0.002397917619179,0.0044079897678462,2.0,1,0,0
2022-04-14,0,0.0039150175648114,0.0002048098884492,2.0,1,0,0
2022-04-15,0,0.0035101979398837,0.0170608873744768,2.0,1,0,0
2022-04-18,1,0.0117961794194675,0.0002048132928123,2.0,1,1,0
2022-04-19,0,0.012107045431566,0.0,2.0,1,0,0
2022-04-20,0,0.0054469809597376,3.41491662544e-05,2.0,1,0,0
2022-04-21,0,0.0034171464832758,0.0003414916625445,2.0,1,0,0
2022-04-22,0,0.001702181549918,0.0001707117876412,2.0,1,0,0
2022-04-25,1,0.0347822688514053,0.0001741910467293,2.0,1,1,0
2022-04-26,0,0.0092248571614352,0.0029380232293311,2.0,1,0,0
2022-04-27,0,0.0036084070065877,0.0001707424269091,2.0,1,0,0
2022-04-28,0,0.0140034152570617,0.0025662055002932,2.0,1,0,0
2022-04-29,0,0.0054697016790659,0.0,2.0,1,0,0
2022-05-05,1,0.0021743360725973,0.0070140126989552,2.0,1,1,4
2022-05-06,0,0.0001127797407713,0.0,2.0,1,0,0
2022-05-09,1,0.0090882741138698,0.0048251263784691,2.0,1,1,0
2022-05-10,0,0.0076781188306557,0.0018027498402502,2.0,1,0,0
2022-05-11,0,0.0027442162424206,0.0034203329671373,2.0,1,0,0
2022-05-12,0,0.0017095962527494,0.0008762456139036,2.0,1,0,0
2022-05-13,0,0.0102167932465606,0.0043554400190371,2.0,1,0,0
