transaction_date,is_summarydate,apply_amt,redeem_amt,during_days,is_trade,is_weekend_delay,holiday_num
2022-03-11,0,3.4043630998e-06,0.0,2.0,1,0,0
2022-03-14,1,0.003404363099836,0.0,2.0,1,1,0
2022-03-16,0,0.0002396671622284,0.0,2.0,1,0,0
2022-03-17,0,0.0034111718260356,0.0,2.0,1,0,0
2022-03-18,0,0.0006614677502981,0.0,2.0,1,0,0
2022-03-21,1,0.005106544649754,0.0,2.0,1,1,0
2022-03-22,0,0.0006127853579704,0.0,2.0,1,0,0
2022-03-23,0,0.0037447994098196,0.0,2.0,1,0,0
2022-03-25,0,0.000102130892995,0.0,2.0,1,0,0
2022-03-30,0,0.0006808726199672,0.0,2.0,1,0,0
2022-03-31,0,0.0028528562776625,0.0,2.0,1,0,0
2022-04-01,0,0.000537889369774,0.0,2.0,1,0,0
2022-04-06,1,0.0354666547740915,0.0,2.0,1,1,3
2022-04-07,0,0.0107448508157024,0.0,2.0,1,0,0
2022-04-08,0,0.0391535800112139,0.0,2.0,1,0,0
2022-04-11,1,0.0408523571980321,0.0,2.0,1,1,0
2022-04-12,0,0.0132828035066301,0.0,2.0,1,0,0
2022-04-13,0,0.0670659530667694,0.0,2.0,1,0,0
2022-04-14,0,0.0393203938031059,0.0,2.0,1,0,0
2022-04-15,0,0.0083406895945982,3.4237679695e-05,2.0,1,0,0
2022-04-18,1,0.0387348433499341,3.42444884212e-05,2.0,1,1,0
2022-04-19,0,0.0139538034736078,0.0,2.0,1,0,0
2022-04-20,0,0.0609312907608649,0.0,2.0,1,0,0
2022-04-21,0,0.0133110597203588,0.0,2.0,1,0,0
2022-04-22,0,0.0740414930583334,0.0034263280505561,2.0,1,0,0
2022-04-25,1,0.156373171984679,0.0,2.0,1,1,0
2022-04-26,0,0.034792590880324,0.0,2.0,1,0,0
2022-04-27,0,0.0400353100540715,0.0,2.0,1,0,0
2022-04-28,0,0.0191124348787893,0.0,2.0,1,0,0
2022-04-29,0,0.0061142361273054,0.0,2.0,1,0,0
2022-05-05,1,0.0504693016664016,0.0034120433429892,2.0,1,1,4
2022-05-06,0,0.1253966917080268,0.0351125363288097,2.0,1,0,0
2022-05-09,1,0.1385214646795626,0.038177004412395,2.0,1,1,0
2022-05-10,0,0.1334263961378181,0.0,2.0,1,0,0
2022-05-11,0,0.0291228011644283,0.0342291892134797,2.0,1,0,0
2022-05-12,0,0.2164310904140965,0.0,2.0,1,0,0
2022-05-13,0,0.189969207535762,0.0,2.0,1,0,0
2022-05-16,1,0.6899645469626783,0.0346015686624291,2.0,1,1,0
2022-05-17,0,0.4391098747977383,0.0,2.0,1,0,0
2022-05-18,0,1.0103931801074897,0.0002671676073489,2.0,1,0,0
2022-05-19,0,0.5164411094546993,0.0051377967030105,2.0,1,0,0
2022-05-20,0,0.4024300207632105,0.0243251275699962,2.0,1,0,0
2022-05-23,1,0.1639815013717881,0.0079735528648226,2.0,1,1,0
2022-05-24,0,0.2990229103423529,0.0,2.0,1,0,0
2022-05-25,0,0.1321953273754709,0.0546311219384988,2.0,1,0,0
2022-05-26,0,0.4447947798857972,0.0037680546141545,2.0,1,0,0
2022-05-27,0,0.4383826415610775,0.0034244999075715,2.0,1,0,0
2022-05-30,1,0.4639798842993157,0.0080869215604102,2.0,1,1,0
2022-05-31,0,0.8414591849205779,0.0,2.0,1,0,0
2022-06-01,0,0.0501239494561019,0.0,2.0,1,0,0
2022-06-02,0,0.0181673836822748,0.0,2.0,1,0,0
2022-06-06,1,0.6056002079384981,0.0895497661713204,2.0,1,1,5
2022-06-07,0,0.0904819590884068,0.0017199284947574,2.0,1,0,0
2022-06-08,0,0.079936066060985,0.0441458878527898,2.0,1,0,0
2022-06-09,0,0.2368306060413146,0.0531640967697019,2.0,1,0,0
2022-06-10,0,0.4232944736633364,0.0080458206847059,2.0,1,0,0
2022-06-13,1,0.9879666624339084,0.1117863578319245,2.0,1,1,0
2022-06-14,0,0.3534697745324363,0.0,2.0,1,0,0
2022-06-15,0,1.1768364547371202,0.1736812331420194,2.0,1,0,0
2022-06-16,0,0.8001642503064778,0.1101604272067166,2.0,1,0,0
2022-06-17,0,0.6460504043191836,0.1901745757397596,2.0,1,0,0
2022-06-20,1,0.6090560347953143,0.0690292833100758,2.0,1,1,0
2022-06-21,0,0.5014171818886521,0.0009280157635628,2.0,1,0,0
2022-06-22,0,0.8665588868005013,0.0282082326351098,2.0,1,0,0
2022-06-23,0,0.2395628287125345,0.0628789302946442,2.0,1,0,0
2022-06-24,0,0.1360947121049279,0.0380930221790851,2.0,1,0,0
2022-06-27,1,0.3438535279585021,0.165151182658719,2.0,1,1,0
2022-06-28,0,0.2567516724784818,0.002065069634545,2.0,1,0,0
2022-06-29,0,0.3651639524247065,0.0842056922993647,2.0,1,0,0
2022-06-30,0,0.2426532108080357,0.3011665560816053,2.0,1,0,0
2022-07-01,0,0.1755397055974878,0.0164321968321039,2.0,1,0,0
2022-07-04,1,0.3461092963964476,0.0054977059699251,2.0,1,1,0
2022-07-05,0,0.1940947985757506,0.0034388152544063,2.0,1,0,0
2022-07-06,0,0.4011560808563471,0.0424109563298514,2.0,1,0,0
2022-07-07,0,0.1803797498950605,0.0328073093037498,2.0,1,0,0
2022-07-08,0,0.1733931184885172,0.0286669773715389,2.0,1,0,0
2022-07-11,1,0.4072621601296654,0.2537054858247427,2.0,1,1,0
2022-07-12,0,0.1409017136542535,0.0089549728723326,2.0,1,0,0
2022-07-13,0,0.2899438314132158,0.3508302050073415,2.0,1,0,0
2022-07-14,0,0.213935430125958,0.1106603034581179,2.0,1,0,0
2022-07-15,0,0.1678026334110322,0.5728749710203591,2.0,1,0,0
2022-07-18,1,0.5440232933332017,0.7476698666545017,2.0,1,1,0
2022-07-19,0,0.4170861749835824,0.0073202998426843,2.0,1,0,0
2022-07-20,0,0.4410092030147678,0.1670697727621674,2.0,1,0,0
2022-07-21,0,0.4836824723301878,0.1884209985201233,2.0,1,0,0
2022-07-22,0,0.4007964813864745,0.4322976659346151,2.0,1,0,0
2022-07-25,1,0.9239127604720764,0.2088846863917734,2.0,1,1,0
2022-07-26,0,1.1405802566685517,0.0560914915774354,2.0,1,0,0
2022-07-27,0,0.7695006241899743,0.1030352654569149,2.0,1,0,0
2022-07-28,0,0.443038097887014,0.0423205875113663,2.0,1,0,0
2022-07-29,0,0.6779297250942753,0.0983331727608737,2.0,1,0,0
2022-08-01,1,0.971965699680024,0.1935082234092858,2.0,1,1,0
2022-08-02,0,0.5174272104614717,0.0,2.0,1,0,0
2022-08-03,0,0.4246673511706073,0.0111100470585111,2.0,1,0,0
2022-08-04,0,0.419429755563325,0.0523566397165935,2.0,1,0,0
2022-08-05,0,0.2559292736757282,0.6371420541995032,2.0,1,0,0
2022-08-08,1,0.5983622153824785,0.1954533437143712,2.0,1,1,0
2022-08-09,0,0.600583957211241,0.027912563699889,2.0,1,0,0
2022-08-10,0,0.6306193557787532,0.2412762514694082,2.0,1,0,0
2022-08-11,0,0.456466604729954,0.1175613934330516,2.0,1,0,0
2022-08-12,0,0.2619969687550959,0.1637419805971729,2.0,1,0,0
2022-08-15,1,0.4219935780094485,0.401910358353473,2.0,1,1,0
2022-08-16,0,0.6230472862630204,0.3776443747836102,2.0,1,0,0
2022-08-17,0,0.9702692272470244,0.320615052663795,2.0,1,0,0
2022-08-18,0,1.0216679574876752,0.2392575152166519,2.0,1,0,0
