transaction_date,is_summarydate,apply_amt,redeem_amt,during_days,is_trade,is_weekend_delay,holiday_num
2021-01-04,1,6.80872619967e-05,0.0,10.0,1,1,1
2021-01-06,0,3.40436309983e-05,0.0,10.0,1,0,0
2021-01-11,1,0.001702181549918,0.0,10.0,1,1,0
2021-01-13,0,3.06392678985e-05,0.0,10.0,1,0,0
2021-01-14,0,3.4043630998e-06,0.0,10.0,1,0,0
2021-01-15,0,7.14916250965e-05,0.0,10.0,1,0,0
2021-01-19,0,3.40436309983e-05,0.0,10.0,1,0,0
2021-01-20,0,0.001702181549918,0.0,10.0,1,0,0
2021-01-21,0,0.0003404363099836,0.0,10.0,1,0,0
2021-01-22,0,6.46828988968e-05,0.0,10.0,1,0,0
2021-01-25,1,6.46828988968e-05,0.0,10.0,1,1,0
2021-01-26,0,6.46828988968e-05,0.0,10.0,1,0,0
2021-01-29,0,1.70218154991e-05,0.0,10.0,1,0,0
2021-02-04,0,3.4043630998e-06,0.0,10.0,1,0,0
2021-02-08,1,0.0001702181549918,0.0,10.0,1,1,0
2021-02-10,0,0.0001702181549918,0.0,10.0,1,0,0
2021-02-18,1,0.0034077674629358,0.0,10.0,1,1,2
2021-02-19,0,3.4043630998e-06,0.0,10.0,1,0,0
2021-02-22,1,4.0852357198e-05,0.0,10.0,1,1,0
2021-02-23,0,2.0426178599e-05,0.0,10.0,1,0,0
2021-02-26,0,3.4043630998e-06,0.0,10.0,1,0,0
2021-03-04,0,0.0068121305627718,0.0,10.0,1,0,0
2021-03-08,1,3.4043630998e-06,0.0,10.0,1,1,0
2021-03-10,0,0.0001702181549918,0.0,10.0,1,0,0
2021-03-11,0,3.4043630998e-06,0.0,10.0,1,0,0
2021-03-12,0,3.4043630998e-06,0.0,10.0,1,0,0
2021-03-17,0,0.0001702181549918,0.0,10.0,1,0,0
2021-03-18,0,0.0003438406730834,0.0,10.0,1,0,0
2021-03-19,0,6.80872619967e-05,0.0,10.0,1,0,0
2021-03-25,0,0.0010281176561504,0.0,10.0,1,0,0
2021-03-26,0,0.0013651496030342,0.0,10.0,1,0,0
2021-03-29,1,3.4043630998e-06,0.0,10.0,1,1,0
2021-03-30,0,0.0003540537623829,0.0,10.0,1,0,0
2021-03-31,0,3.4043630998e-06,0.0,10.0,1,0,0
2021-04-01,0,3.4043630998e-06,0.0,10.0,1,0,0
2021-04-06,1,3.40436309983e-05,0.0,10.0,1,1,3
2021-04-08,0,6.8087261996e-06,0.0,10.0,1,0,0
2021-04-09,0,3.4043630998e-06,0.0,10.0,1,0,0
2021-04-12,1,3.74479940981e-05,0.0,10.0,1,1,0
2021-04-15,0,6.8087261996e-06,0.0,10.0,1,0,0
2021-04-16,0,0.0005106544649754,0.0,10.0,1,0,0
2021-04-19,1,4.6639774467e-06,0.0,10.0,1,1,0
2021-04-22,0,6.8427698306e-06,0.0,10.0,1,0,0
2021-04-26,1,0.003424210536708,0.0,10.0,1,1,0
2021-04-27,0,6.8087261996e-06,0.0,10.0,1,0,0
2021-04-28,0,0.0006808726199672,0.0,10.0,1,0,0
2021-04-29,0,7.1491625096e-06,0.0,10.0,1,0,0
2021-04-30,0,0.0010213089299508,0.0,10.0,1,0,0
2021-05-06,1,1.05535256094e-05,0.0,10.0,1,1,4
2021-05-07,0,6.8087261996e-06,0.0,10.0,1,0,0
2021-05-10,1,3.74479940981e-05,0.0,10.0,1,1,0
2021-05-12,0,0.001702181549918,0.0,10.0,1,0,0
2021-05-13,0,3.4043630998e-06,0.0,10.0,1,0,0
2021-05-14,0,6.8087261996e-06,0.0,10.0,1,0,0
2021-05-17,1,0.0013957888709327,0.0,10.0,1,1,0
2021-05-18,0,0.000663510368158,0.0,10.0,1,0,0
2021-05-19,0,0.0006808726199672,0.0,10.0,1,0,0
2021-05-20,0,0.0010247132930506,0.0,10.0,1,0,0
2021-05-21,0,6.8087261996e-06,0.0,10.0,1,0,0
2021-05-24,1,1.02130892995e-05,0.0,10.0,1,1,0
2021-05-25,0,1.70218154991e-05,0.0,10.0,1,0,0
2021-05-27,0,6.8087261996e-06,0.0,10.0,1,0,0
2021-05-28,0,1.36174523993e-05,0.0,10.0,1,0,0
2021-05-31,1,0.0173996998032618,0.0,10.0,1,1,0
2021-06-01,0,3.4043630998e-06,0.0,10.0,1,0,0
2021-06-03,0,6.74063893767e-05,0.1082932225598972,10.0,1,0,0
2021-06-04,0,6.8087261996e-06,0.0310468416531995,10.0,1,0,0
2021-06-07,1,0.0001872399704909,0.0162941669302211,10.0,1,1,0
2021-06-08,0,0.0684345070329035,0.0219985619970266,10.0,1,0,0
2021-06-09,0,8.1704714396e-06,0.0044778609161073,10.0,1,0,0
2021-06-10,0,0.0054605984121369,0.0323546005030967,10.0,1,0,0
2021-06-11,0,2.72349047986e-05,0.0075862282618649,10.0,1,0,0
2021-06-15,1,0.0213000786067439,0.0041958230507382,10.0,1,1,5
2021-06-16,0,4.42567202978e-05,0.0164382395766061,10.0,1,0,0
2021-06-17,0,0.0037890561301174,0.0037591896526426,10.0,1,0,0
2021-06-18,0,0.0001804312442913,0.0096227863554488,10.0,1,0,0
2021-06-21,1,8.85134405957e-05,0.006429779734303,10.0,1,1,0
2021-06-22,0,0.003404363099836,0.0068963442927725,10.0,1,0,0
2021-06-23,0,0.0,0.0026831011160523,10.0,1,0,0
2021-06-24,0,3.74479940981e-05,0.0028960610497625,10.0,1,0,0
2021-06-25,0,4.0852357198e-05,0.0050768041337138,10.0,1,0,0
2021-06-28,1,0.0375569337173908,0.0042440526627736,10.0,1,1,0
2021-06-29,0,3.4043630998e-06,0.0099637639591653,10.0,1,0,0
2021-06-30,0,0.0001872399704909,0.0037980981185106,10.0,1,0,0
2021-07-01,0,0.0037652255884186,0.0010677546557218,10.0,1,0,0
2021-07-02,0,0.0004221410243796,0.0373942323961235,10.0,1,0,0
2021-07-05,1,7.48959881963e-05,0.0013512359710452,10.0,1,1,0
2021-07-06,0,0.0017089902761176,0.0035617093579473,10.0,1,0,0
2021-07-07,0,0.0,0.0035718781905265,10.0,1,0,0
2021-07-08,0,0.0122693246118089,4.99658372162e-05,10.0,1,0,0
2021-07-09,0,4.42567202978e-05,0.000453593935059,10.0,1,0,0
2021-07-12,1,0.0001089396191947,0.0028838155556924,10.0,1,1,0
2021-07-13,0,2.0426178599e-05,0.0018219810874012,10.0,1,0,0
2021-07-14,0,0.0003574581254827,0.0010820870243721,10.0,1,0,0
2021-07-15,0,2.38305416988e-05,0.0010764357816264,10.0,1,0,0
2021-07-16,0,0.0174650635747787,0.0035876063480477,10.0,1,0,0
2021-07-19,1,0.0761828374481302,0.0009142995846336,10.0,1,1,0
2021-07-20,0,0.0003574581254827,0.0018145561714804,10.0,1,0,0
2021-07-21,0,0.0003574581254827,0.0150353015431637,10.0,1,0,0
2021-07-22,0,0.0085619731960875,0.0007191751092034,10.0,1,0,0
2021-07-23,0,2.38305416988e-05,0.0046843968166481,10.0,1,0,0
2021-07-26,1,0.0421732500807685,0.0018273940247299,10.0,1,1,0
2021-07-27,0,0.0011104351559045,0.0083272049123597,10.0,1,0,0
2021-07-28,0,0.0004323541136791,0.008288851357677,10.0,1,0,0
2021-07-29,0,2.0426178599e-05,0.0053837789587891,10.0,1,0,0
2021-07-30,0,0.0001668137918919,0.0004349244078195,10.0,1,0,0
2021-08-02,1,0.0080965967603399,0.0039995615180327,10.0,1,1,0
2021-08-03,0,0.005106544649754,0.0001798627156536,10.0,1,0,0
2021-08-04,0,0.0002553272324877,5.39591551324e-05,10.0,1,0,0
2021-08-05,0,0.0040750226305037,0.000755683499086,10.0,1,0,0
2021-08-06,0,0.0020801237281725,0.0010797754618273,10.0,1,0,0
2021-08-09,1,0.0085653775591874,0.0037125464738117,10.0,1,1,0
2021-08-10,0,2.99379690999e-05,0.0010848309410306,10.0,1,0,0
2021-08-11,0,0.0079382938761976,0.0002022225724933,10.0,1,0,0
2021-08-12,0,2.0426178599e-05,0.0003974253482748,10.0,1,0,0
2021-08-13,0,0.0098032039822877,0.0,10.0,1,0,0
2021-08-16,1,0.0140157628820248,0.0014504493248637,10.0,1,1,0
2021-08-17,0,0.0006059766317708,0.0039822060749497,10.0,1,0,0
2021-08-18,0,0.0082191470232078,0.0001084493909083,10.0,1,0,0
2021-08-19,0,0.0039660830113089,0.002198707908029,10.0,1,0,0
2021-08-20,0,0.006020003356702,7.2240584978e-06,10.0,1,0,0
2021-08-23,1,0.0007697264968729,3.6113483763e-05,10.0,1,1,0
2021-08-24,0,0.0001872399704909,0.0008441254480567,10.0,1,0,0
2021-08-25,0,0.0020766614908999,0.0002928671443895,10.0,1,0,0
2021-08-26,0,0.0036188379751256,0.0,10.0,1,0,0
2021-08-27,0,0.001135961070427,0.0004332596742637,10.0,1,0,0
2021-08-30,1,0.0047661083397704,0.0,10.0,1,1,0
2021-08-31,0,0.0,3.540537623e-07,10.0,1,0,0
2021-09-01,0,0.0003744799409819,0.0054305753339595,10.0,1,0,0
2021-09-02,0,0.0001106418007446,0.0003632183078477,10.0,1,0,0
2021-09-03,0,0.0401782933042646,0.0003631297944071,10.0,1,0,0
2021-09-06,1,0.0003611620725354,0.0057149724229567,10.0,1,1,0
2021-09-07,0,0.0306562897140232,0.0003680286729077,10.0,1,0,0
2021-09-08,0,0.0187716581324957,0.0022079303276665,10.0,1,0,0
2021-09-09,0,0.0595899716995295,0.0,10.0,1,0,0
2021-09-10,0,0.0221453819644332,0.0,10.0,1,0,0
2021-09-13,1,0.0083951594041956,0.0005141439371527,10.0,1,1,0
2021-09-14,0,0.0003540537623829,0.0038352975941025,10.0,1,0,0
2021-09-15,0,0.1033326331693224,4.29460405044e-05,10.0,1,0,0
2021-09-16,0,0.000745555518864,0.0,10.0,1,0,0
2021-09-17,0,0.0003029883158854,0.0021840691466997,10.0,1,0,0
2021-09-22,1,0.0034213849153351,4.24047467715e-05,10.0,1,1,6
2021-09-23,0,0.001328042045246,7.2683152181e-06,10.0,1,0,0
2021-09-24,0,0.0020664484016004,0.0,10.0,1,0,0
2021-09-27,1,0.0071934192299534,0.0029668990371439,10.0,1,1,0
2021-09-28,0,0.0015081328532273,0.0,10.0,1,0,0
2021-09-29,0,0.0010349263823501,9.0522014824e-06,10.0,1,0,0
2021-09-30,0,0.0035984117965266,0.0001087932315814,10.0,1,0,0
2021-10-08,1,0.0068393654675705,0.000221375519293,10.0,1,1,7
2021-10-11,1,0.0412336458652137,0.0052624678840896,10.0,1,1,0
2021-10-12,0,0.001702181549918,0.001811812254822,10.0,1,0,0
2021-10-13,0,0.0003472450361832,0.0018110224425828,10.0,1,0,0
2021-10-14,0,0.0136344742148432,0.0007609194095336,10.0,1,0,0
2021-10-15,0,1.36174523993e-05,0.0003802673582516,10.0,1,0,0
2021-10-18,1,0.0054605984121369,0.0001302679540152,10.0,1,1,0
2021-10-19,0,0.003404363099836,3.6188379751e-06,10.0,1,0,0
2021-10-20,0,0.0,0.0036195528913766,10.0,1,0,0
2021-10-21,0,0.0068155349258716,0.0,10.0,1,0,0
2021-10-22,0,1.36174523993e-05,0.0,10.0,1,0,0
2021-10-25,1,0.0136553804086393,0.0007973018379815,10.0,1,1,0
2021-10-26,0,0.003404363099836,0.0145393539267796,10.0,1,0,0
2021-10-28,0,0.0007625773343632,0.0,10.0,1,0,0
2021-10-29,0,1.70218154991e-05,3.6256467013e-06,10.0,1,0,0
2021-11-01,1,2.38305416988e-05,0.0098021690559054,10.0,1,1,0
2021-11-02,0,0.0017055859130178,0.0,10.0,1,0,0
2021-11-03,0,0.0017362251809163,0.005517716816226,10.0,1,0,0
2021-11-04,0,0.0034145761891355,0.0001089430235578,10.0,1,0,0
